row,brand,day,value,variation,sim_num,bariation,statistic
"52739","all",283,36,"decided",4,"None","simulation"
"52770","all",284,100,"active",4,"None","simulation"
"52771","all",284,30,"decided",4,"None","simulation"
"52802","all",285,103,"active",4,"None","simulation"
"52803","all",285,34,"decided",4,"None","simulation"
"52834","all",286,102,"active",4,"None","simulation"
"52835","all",286,39,"decided",4,"None","simulation"
"52866","all",287,105,"active",4,"None","simulation"
"52867","all",287,34,"decided",4,"None","simulation"
"52898","all",288,101,"active",4,"None","simulation"
"52899","all",288,41,"decided",4,"None","simulation"
"52930","all",289,106,"active",4,"None","simulation"
"52931","all",289,41,"decided",4,"None","simulation"
"52962","all",290,99,"active",4,"None","simulation"
"52963","all",290,45,"decided",4,"None","simulation"
"52994","all",291,106,"active",4,"None","simulation"
"52995","all",291,44,"decided",4,"None","simulation"
"53026","all",292,102,"active",4,"None","simulation"
"53027","all",292,49,"decided",4,"None","simulation"
"53058","all",293,108,"active",4,"None","simulation"
"53059","all",293,44,"decided",4,"None","simulation"
"53090","all",294,108,"active",4,"None","simulation"
"53091","all",294,44,"decided",4,"None","simulation"
"53122","all",295,105,"active",4,"None","simulation"
"53123","all",295,53,"decided",4,"None","simulation"
"53154","all",296,105,"active",4,"None","simulation"
"53155","all",296,58,"decided",4,"None","simulation"
"53186","all",297,106,"active",4,"None","simulation"
"53187","all",297,60,"decided",4,"None","simulation"
"53218","all",298,108,"active",4,"None","simulation"
"53219","all",298,60,"decided",4,"None","simulation"
"53250","all",299,109,"active",4,"None","simulation"
"53251","all",299,61,"decided",4,"None","simulation"
"53282","all",300,109,"active",4,"None","simulation"
"53283","all",300,10,"decided",4,"None","simulation"
"53314","all",301,109,"active",4,"None","simulation"
"53315","all",301,10,"decided",4,"None","simulation"
"53346","all",302,108,"active",4,"None","simulation"
"53347","all",302,16,"decided",4,"None","simulation"
"53378","all",303,111,"active",4,"None","simulation"
"53379","all",303,19,"decided",4,"None","simulation"
"53410","all",304,114,"active",4,"None","simulation"
"53411","all",304,16,"decided",4,"None","simulation"
"53442","all",305,118,"active",4,"None","simulation"
"53443","all",305,13,"decided",4,"None","simulation"
"53474","all",306,121,"active",4,"None","simulation"
"53475","all",306,16,"decided",4,"None","simulation"
"53506","all",307,122,"active",4,"None","simulation"
"53507","all",307,12,"decided",4,"None","simulation"
"53538","all",308,120,"active",4,"None","simulation"
"53539","all",308,19,"decided",4,"None","simulation"
"53570","all",309,123,"active",4,"None","simulation"
"53571","all",309,22,"decided",4,"None","simulation"
"53602","all",310,119,"active",4,"None","simulation"
"53603","all",310,30,"decided",4,"None","simulation"
"53634","all",311,122,"active",4,"None","simulation"
"53635","all",311,24,"decided",4,"None","simulation"
"53666","all",312,121,"active",4,"None","simulation"
"53667","all",312,26,"decided",4,"None","simulation"
"53698","all",313,124,"active",4,"None","simulation"
"53699","all",313,25,"decided",4,"None","simulation"
"53730","all",314,118,"active",4,"None","simulation"
"53731","all",314,30,"decided",4,"None","simulation"
"53762","all",315,118,"active",4,"None","simulation"
"53763","all",315,26,"decided",4,"None","simulation"
"53794","all",316,127,"active",4,"None","simulation"
"53795","all",316,29,"decided",4,"None","simulation"
"53826","all",317,118,"active",4,"None","simulation"
"53827","all",317,41,"decided",4,"None","simulation"
"53858","all",318,125,"active",4,"None","simulation"
"53859","all",318,35,"decided",4,"None","simulation"
"53890","all",319,120,"active",4,"None","simulation"
"53891","all",319,43,"decided",4,"None","simulation"
"53922","all",320,118,"active",4,"None","simulation"
"53923","all",320,37,"decided",4,"None","simulation"
"53954","all",321,121,"active",4,"None","simulation"
"53955","all",321,37,"decided",4,"None","simulation"
"53986","all",322,126,"active",4,"None","simulation"
"53987","all",322,42,"decided",4,"None","simulation"
"54018","all",323,124,"active",4,"None","simulation"
"54019","all",323,46,"decided",4,"None","simulation"
"54050","all",324,126,"active",4,"None","simulation"
"54051","all",324,49,"decided",4,"None","simulation"
"54082","all",325,131,"active",4,"None","simulation"
"54083","all",325,48,"decided",4,"None","simulation"
"54114","all",326,130,"active",4,"None","simulation"
"54115","all",326,49,"decided",4,"None","simulation"
"54146","all",327,123,"active",4,"None","simulation"
"54147","all",327,49,"decided",4,"None","simulation"
"54178","all",328,129,"active",4,"None","simulation"
"54179","all",328,42,"decided",4,"None","simulation"
"54210","all",329,130,"active",4,"None","simulation"
"54211","all",329,48,"decided",4,"None","simulation"
"54242","all",330,129,"active",4,"None","simulation"
"54243","all",330,17,"decided",4,"None","simulation"
"54274","all",331,132,"active",4,"None","simulation"
"54275","all",331,24,"decided",4,"None","simulation"
"54306","all",332,127,"active",4,"None","simulation"
"54307","all",332,27,"decided",4,"None","simulation"
"54338","all",333,126,"active",4,"None","simulation"
"54339","all",333,28,"decided",4,"None","simulation"
"54370","all",334,131,"active",4,"None","simulation"
"54371","all",334,22,"decided",4,"None","simulation"
"54402","all",335,128,"active",4,"None","simulation"
"54403","all",335,23,"decided",4,"None","simulation"
"54434","all",336,133,"active",4,"None","simulation"
"54435","all",336,22,"decided",4,"None","simulation"
"54466","all",337,130,"active",4,"None","simulation"
"54467","all",337,26,"decided",4,"None","simulation"
"54498","all",338,125,"active",4,"None","simulation"
"54499","all",338,32,"decided",4,"None","simulation"
"54530","all",339,130,"active",4,"None","simulation"
"54531","all",339,28,"decided",4,"None","simulation"
"54562","all",340,135,"active",4,"None","simulation"
"54563","all",340,30,"decided",4,"None","simulation"
"54594","all",341,139,"active",4,"None","simulation"
"54595","all",341,27,"decided",4,"None","simulation"
"54626","all",342,134,"active",4,"None","simulation"
"54627","all",342,32,"decided",4,"None","simulation"
"54658","all",343,134,"active",4,"None","simulation"
"54659","all",343,31,"decided",4,"None","simulation"
"54690","all",344,139,"active",4,"None","simulation"
"54691","all",344,35,"decided",4,"None","simulation"
"54722","all",345,140,"active",4,"None","simulation"
"54723","all",345,43,"decided",4,"None","simulation"
"54754","all",346,143,"active",4,"None","simulation"
"54755","all",346,45,"decided",4,"None","simulation"
"54786","all",347,143,"active",4,"None","simulation"
"54787","all",347,46,"decided",4,"None","simulation"
"54818","all",348,141,"active",4,"None","simulation"
"54819","all",348,43,"decided",4,"None","simulation"
"54850","all",349,139,"active",4,"None","simulation"
"54851","all",349,47,"decided",4,"None","simulation"
"54882","all",350,138,"active",4,"None","simulation"
"54883","all",350,53,"decided",4,"None","simulation"
"54914","all",351,135,"active",4,"None","simulation"
"54915","all",351,59,"decided",4,"None","simulation"
"54946","all",352,136,"active",4,"None","simulation"
"54947","all",352,63,"decided",4,"None","simulation"
"54978","all",353,134,"active",4,"None","simulation"
"54979","all",353,66,"decided",4,"None","simulation"
"55010","all",354,132,"active",4,"None","simulation"
"55011","all",354,64,"decided",4,"None","simulation"
"55042","all",355,131,"active",4,"None","simulation"
"55043","all",355,62,"decided",4,"None","simulation"
"55074","all",356,131,"active",4,"None","simulation"
"55075","all",356,63,"decided",4,"None","simulation"
"55106","all",357,130,"active",4,"None","simulation"
"55107","all",357,62,"decided",4,"None","simulation"
"55138","all",358,126,"active",4,"None","simulation"
"55139","all",358,72,"decided",4,"None","simulation"
"55170","all",359,121,"active",4,"None","simulation"
"55171","all",359,79,"decided",4,"None","simulation"
"55202","all",360,121,"active",4,"None","simulation"
"55203","all",360,17,"decided",4,"None","simulation"
"55234","all",361,122,"active",4,"None","simulation"
"55235","all",361,17,"decided",4,"None","simulation"
"55266","all",362,119,"active",4,"None","simulation"
"55267","all",362,16,"decided",4,"None","simulation"
"55298","all",363,113,"active",4,"None","simulation"
"55299","all",363,19,"decided",4,"None","simulation"
"55330","all",364,118,"active",4,"None","simulation"
"55331","all",364,16,"decided",4,"None","simulation"
"55362","all",365,119,"active",4,"None","simulation"
"55363","all",365,19,"decided",4,"None","simulation"
"55394","all",366,118,"active",4,"None","simulation"
"55395","all",366,25,"decided",4,"None","simulation"
"55426","all",367,115,"active",4,"None","simulation"
"55427","all",367,26,"decided",4,"None","simulation"
"55458","all",368,118,"active",4,"None","simulation"
"55459","all",368,20,"decided",4,"None","simulation"
"55490","all",369,116,"active",4,"None","simulation"
"55491","all",369,21,"decided",4,"None","simulation"
"55522","all",370,121,"active",4,"None","simulation"
"55523","all",370,22,"decided",4,"None","simulation"
"55554","all",371,117,"active",4,"None","simulation"
"55555","all",371,26,"decided",4,"None","simulation"
"55586","all",372,120,"active",4,"None","simulation"
"55587","all",372,29,"decided",4,"None","simulation"
"55618","all",373,114,"active",4,"None","simulation"
"55619","all",373,38,"decided",4,"None","simulation"
"55650","all",374,120,"active",4,"None","simulation"
"55651","all",374,31,"decided",4,"None","simulation"
"55682","all",375,124,"active",4,"None","simulation"
"55683","all",375,33,"decided",4,"None","simulation"
"55714","all",376,120,"active",4,"None","simulation"
"55715","all",376,39,"decided",4,"None","simulation"
"55746","all",377,121,"active",4,"None","simulation"
"55747","all",377,34,"decided",4,"None","simulation"
"55778","all",378,120,"active",4,"None","simulation"
"55779","all",378,33,"decided",4,"None","simulation"
"55810","all",379,117,"active",4,"None","simulation"
"55811","all",379,40,"decided",4,"None","simulation"
"55842","all",380,115,"active",4,"None","simulation"
"55843","all",380,46,"decided",4,"None","simulation"
"55874","all",381,118,"active",4,"None","simulation"
"55875","all",381,47,"decided",4,"None","simulation"
"55906","all",382,120,"active",4,"None","simulation"
"55907","all",382,47,"decided",4,"None","simulation"
"55938","all",383,119,"active",4,"None","simulation"
"55939","all",383,46,"decided",4,"None","simulation"
"55970","all",384,116,"active",4,"None","simulation"
"55971","all",384,50,"decided",4,"None","simulation"
"56002","all",385,116,"active",4,"None","simulation"
"56003","all",385,49,"decided",4,"None","simulation"
"56034","all",386,113,"active",4,"None","simulation"
"56035","all",386,55,"decided",4,"None","simulation"
"56066","all",387,115,"active",4,"None","simulation"
"56067","all",387,59,"decided",4,"None","simulation"
"56098","all",388,116,"active",4,"None","simulation"
"56099","all",388,59,"decided",4,"None","simulation"
"56130","all",389,118,"active",4,"None","simulation"
"56131","all",389,58,"decided",4,"None","simulation"
"56162","all",390,121,"active",4,"None","simulation"
"56163","all",390,7,"decided",4,"None","simulation"
"56194","all",391,117,"active",4,"None","simulation"
"56195","all",391,13,"decided",4,"None","simulation"
"56226","all",392,114,"active",4,"None","simulation"
"56227","all",392,9,"decided",4,"None","simulation"
"56258","all",393,112,"active",4,"None","simulation"
"56259","all",393,15,"decided",4,"None","simulation"
"56290","all",394,119,"active",4,"None","simulation"
"56291","all",394,17,"decided",4,"None","simulation"
"56322","all",395,116,"active",4,"None","simulation"
"56323","all",395,19,"decided",4,"None","simulation"
"56354","all",396,115,"active",4,"None","simulation"
"56355","all",396,16,"decided",4,"None","simulation"
"56386","all",397,115,"active",4,"None","simulation"
"56387","all",397,17,"decided",4,"None","simulation"
"56418","all",398,114,"active",4,"None","simulation"
"56419","all",398,19,"decided",4,"None","simulation"
"56450","all",399,117,"active",4,"None","simulation"
"56451","all",399,20,"decided",4,"None","simulation"
"56482","all",400,111,"active",4,"None","simulation"
"56483","all",400,30,"decided",4,"None","simulation"
"56514","all",401,113,"active",4,"None","simulation"
"56515","all",401,33,"decided",4,"None","simulation"
"56546","all",402,120,"active",4,"None","simulation"
"56547","all",402,37,"decided",4,"None","simulation"
"56578","all",403,118,"active",4,"None","simulation"
"56579","all",403,36,"decided",4,"None","simulation"
"56610","all",404,113,"active",4,"None","simulation"
"56611","all",404,37,"decided",4,"None","simulation"
"56642","all",405,114,"active",4,"None","simulation"
"56643","all",405,34,"decided",4,"None","simulation"
"56674","all",406,119,"active",4,"None","simulation"
"56675","all",406,36,"decided",4,"None","simulation"
"56706","all",407,122,"active",4,"None","simulation"
"56707","all",407,38,"decided",4,"None","simulation"
"56738","all",408,127,"active",4,"None","simulation"
"56739","all",408,41,"decided",4,"None","simulation"
"56770","all",409,122,"active",4,"None","simulation"
"56771","all",409,45,"decided",4,"None","simulation"
"56802","all",410,121,"active",4,"None","simulation"
"56803","all",410,42,"decided",4,"None","simulation"
"56834","all",411,123,"active",4,"None","simulation"
"56835","all",411,43,"decided",4,"None","simulation"
"56866","all",412,122,"active",4,"None","simulation"
"56867","all",412,46,"decided",4,"None","simulation"
"56898","all",413,121,"active",4,"None","simulation"
"56899","all",413,42,"decided",4,"None","simulation"
"56930","all",414,126,"active",4,"None","simulation"
"56931","all",414,46,"decided",4,"None","simulation"
"56962","all",415,125,"active",4,"None","simulation"
"56963","all",415,50,"decided",4,"None","simulation"
"56994","all",416,126,"active",4,"None","simulation"
"56995","all",416,52,"decided",4,"None","simulation"
"57026","all",417,124,"active",4,"None","simulation"
"57027","all",417,50,"decided",4,"None","simulation"
"57058","all",418,128,"active",4,"None","simulation"
"57059","all",418,49,"decided",4,"None","simulation"
"57090","all",419,122,"active",4,"None","simulation"
"57091","all",419,57,"decided",4,"None","simulation"
"57122","all",420,116,"active",4,"None","simulation"
"57123","all",420,10,"decided",4,"None","simulation"
"57154","all",421,121,"active",4,"None","simulation"
"57155","all",421,7,"decided",4,"None","simulation"
"57186","all",422,123,"active",4,"None","simulation"
"57187","all",422,14,"decided",4,"None","simulation"
"57218","all",423,124,"active",4,"None","simulation"
"57219","all",423,14,"decided",4,"None","simulation"
"57250","all",424,120,"active",4,"None","simulation"
"57251","all",424,19,"decided",4,"None","simulation"
"57282","all",425,118,"active",4,"None","simulation"
"57283","all",425,16,"decided",4,"None","simulation"
"57314","all",426,120,"active",4,"None","simulation"
"57315","all",426,15,"decided",4,"None","simulation"
"57346","all",427,122,"active",4,"None","simulation"
"57347","all",427,22,"decided",4,"None","simulation"
"57378","all",428,114,"active",4,"None","simulation"
"57379","all",428,35,"decided",4,"None","simulation"
"57410","all",429,111,"active",4,"None","simulation"
"57411","all",429,38,"decided",4,"None","simulation"
"57442","all",430,110,"active",4,"None","simulation"
"57443","all",430,38,"decided",4,"None","simulation"
"57474","all",431,119,"active",4,"None","simulation"
"57475","all",431,31,"decided",4,"None","simulation"
"57506","all",432,113,"active",4,"None","simulation"
"57507","all",432,40,"decided",4,"None","simulation"
"57538","all",433,114,"active",4,"None","simulation"
"57539","all",433,30,"decided",4,"None","simulation"
"57570","all",434,110,"active",4,"None","simulation"
"57571","all",434,31,"decided",4,"None","simulation"
"57602","all",435,108,"active",4,"None","simulation"
"57603","all",435,35,"decided",4,"None","simulation"
"57634","all",436,111,"active",4,"None","simulation"
"57635","all",436,35,"decided",4,"None","simulation"
"57666","all",437,109,"active",4,"None","simulation"
"57667","all",437,37,"decided",4,"None","simulation"
"57698","all",438,113,"active",4,"None","simulation"
"57699","all",438,33,"decided",4,"None","simulation"
"57730","all",439,112,"active",4,"None","simulation"
"57731","all",439,38,"decided",4,"None","simulation"
"57762","all",440,110,"active",4,"None","simulation"
"57763","all",440,34,"decided",4,"None","simulation"
"57794","all",441,104,"active",4,"None","simulation"
"57795","all",441,35,"decided",4,"None","simulation"
"57826","all",442,105,"active",4,"None","simulation"
"57827","all",442,40,"decided",4,"None","simulation"
"57858","all",443,105,"active",4,"None","simulation"
"57859","all",443,46,"decided",4,"None","simulation"
"57890","all",444,107,"active",4,"None","simulation"
"57891","all",444,49,"decided",4,"None","simulation"
"57922","all",445,100,"active",4,"None","simulation"
"57923","all",445,50,"decided",4,"None","simulation"
"57954","all",446,103,"active",4,"None","simulation"
"57955","all",446,43,"decided",4,"None","simulation"
"57986","all",447,98,"active",4,"None","simulation"
"57987","all",447,46,"decided",4,"None","simulation"
"58018","all",448,101,"active",4,"None","simulation"
"58019","all",448,44,"decided",4,"None","simulation"
"58050","all",449,100,"active",4,"None","simulation"
"58051","all",449,53,"decided",4,"None","simulation"
"58082","all",450,102,"active",4,"None","simulation"
"58083","all",450,13,"decided",4,"None","simulation"
"58114","all",451,103,"active",4,"None","simulation"
"58115","all",451,14,"decided",4,"None","simulation"
"58146","all",452,105,"active",4,"None","simulation"
"58147","all",452,11,"decided",4,"None","simulation"
"58178","all",453,108,"active",4,"None","simulation"
"58179","all",453,10,"decided",4,"None","simulation"
"58210","all",454,109,"active",4,"None","simulation"
"58211","all",454,12,"decided",4,"None","simulation"
"58241","all",91,126,"active",-1,"None","mean"
"58242","all",91,8.6,"decided",-1,"None","mean"
"58245","all",92,125,"active",-1,"None","mean"
"58246","all",92,15,"decided",-1,"None","mean"
"58249","all",93,125.8,"active",-1,"None","mean"
"58250","all",93,19.4,"decided",-1,"None","mean"
"58253","all",94,123.8,"active",-1,"None","mean"
"58254","all",94,21,"decided",-1,"None","mean"
"58257","all",95,127,"active",-1,"None","mean"
"58258","all",95,18.6,"decided",-1,"None","mean"
"58261","all",96,126.4,"active",-1,"None","mean"
"58262","all",96,20.2,"decided",-1,"None","mean"
"58265","all",97,128.2,"active",-1,"None","mean"
"58266","all",97,18.8,"decided",-1,"None","mean"
"58269","all",98,129.8,"active",-1,"None","mean"
"58270","all",98,19.8,"decided",-1,"None","mean"
"58273","all",99,129,"active",-1,"None","mean"
"58274","all",99,24.4,"decided",-1,"None","mean"
"58277","all",100,126.8,"active",-1,"None","mean"
"58278","all",100,30.8,"decided",-1,"None","mean"
"58281","all",101,127,"active",-1,"None","mean"
"58282","all",101,30.4,"decided",-1,"None","mean"
"58285","all",102,127,"active",-1,"None","mean"
"58286","all",102,30.6,"decided",-1,"None","mean"
"58289","all",103,126.2,"active",-1,"None","mean"
"58290","all",103,29.6,"decided",-1,"None","mean"
"58293","all",104,127.4,"active",-1,"None","mean"
"58294","all",104,29.8,"decided",-1,"None","mean"
"58297","all",105,125,"active",-1,"None","mean"
"58298","all",105,32,"decided",-1,"None","mean"
"58301","all",106,124.8,"active",-1,"None","mean"
"58302","all",106,36.6,"decided",-1,"None","mean"
"58305","all",107,125.6,"active",-1,"None","mean"
"58306","all",107,41.4,"decided",-1,"None","mean"
"58309","all",108,124.4,"active",-1,"None","mean"
"58310","all",108,42.8,"decided",-1,"None","mean"
"58313","all",109,123.8,"active",-1,"None","mean"
"58314","all",109,43.2,"decided",-1,"None","mean"
"58317","all",110,124.8,"active",-1,"None","mean"
"58318","all",110,43.4,"decided",-1,"None","mean"
"58321","all",111,126.2,"active",-1,"None","mean"
"58322","all",111,42,"decided",-1,"None","mean"
"58325","all",112,122.6,"active",-1,"None","mean"
"58326","all",112,45.4,"decided",-1,"None","mean"
"58329","all",113,122.4,"active",-1,"None","mean"
"58330","all",113,51.2,"decided",-1,"None","mean"
"58333","all",114,121.6,"active",-1,"None","mean"
"58334","all",114,57.8,"decided",-1,"None","mean"
"58337","all",115,121.4,"active",-1,"None","mean"
"58338","all",115,55.6,"decided",-1,"None","mean"
"58341","all",116,122,"active",-1,"None","mean"
"58342","all",116,54.6,"decided",-1,"None","mean"
"58345","all",117,124,"active",-1,"None","mean"
"58346","all",117,52,"decided",-1,"None","mean"
"58349","all",118,122,"active",-1,"None","mean"
"58350","all",118,54.2,"decided",-1,"None","mean"
"58353","all",119,122,"active",-1,"None","mean"
"58354","all",119,54.8,"decided",-1,"None","mean"
"58357","all",120,123.8,"active",-1,"None","mean"
"58358","all",120,11.2,"decided",-1,"None","mean"
"58361","all",121,121.4,"active",-1,"None","mean"
"58362","all",121,18.2,"decided",-1,"None","mean"
"58365","all",122,120.6,"active",-1,"None","mean"
"58366","all",122,19.2,"decided",-1,"None","mean"
"58369","all",123,123,"active",-1,"None","mean"
"58370","all",123,17.8,"decided",-1,"None","mean"
"58373","all",124,120.2,"active",-1,"None","mean"
"58374","all",124,20.6,"decided",-1,"None","mean"
"58377","all",125,121.6,"active",-1,"None","mean"
"58378","all",125,21,"decided",-1,"None","mean"
"58381","all",126,121.8,"active",-1,"None","mean"
"58382","all",126,22.2,"decided",-1,"None","mean"
"58385","all",127,119.6,"active",-1,"None","mean"
"58386","all",127,29.2,"decided",-1,"None","mean"
"58389","all",128,118,"active",-1,"None","mean"
"58390","all",128,34.8,"decided",-1,"None","mean"
"58393","all",129,119.4,"active",-1,"None","mean"
"58394","all",129,35.4,"decided",-1,"None","mean"
"58397","all",130,119.4,"active",-1,"None","mean"
"58398","all",130,35.6,"decided",-1,"None","mean"
"58401","all",131,118.8,"active",-1,"None","mean"
"58402","all",131,34.6,"decided",-1,"None","mean"
"58405","all",132,119.8,"active",-1,"None","mean"
"58406","all",132,34.4,"decided",-1,"None","mean"
"58409","all",133,122.4,"active",-1,"None","mean"
"58410","all",133,33.4,"decided",-1,"None","mean"
"58413","all",134,123.8,"active",-1,"None","mean"
"58414","all",134,37.6,"decided",-1,"None","mean"
"58417","all",135,123.4,"active",-1,"None","mean"
"58418","all",135,44,"decided",-1,"None","mean"
"58421","all",136,123.6,"active",-1,"None","mean"
"58422","all",136,44.4,"decided",-1,"None","mean"
"58425","all",137,124.2,"active",-1,"None","mean"
"58426","all",137,44.8,"decided",-1,"None","mean"
"58429","all",138,122,"active",-1,"None","mean"
"58430","all",138,44,"decided",-1,"None","mean"
"58433","all",139,121.2,"active",-1,"None","mean"
"58434","all",139,43.2,"decided",-1,"None","mean"
"58437","all",140,120.2,"active",-1,"None","mean"
"58438","all",140,45.6,"decided",-1,"None","mean"
"58441","all",141,119.4,"active",-1,"None","mean"
"58442","all",141,52.2,"decided",-1,"None","mean"
"58445","all",142,118.6,"active",-1,"None","mean"
"58446","all",142,59,"decided",-1,"None","mean"
"58449","all",143,119.2,"active",-1,"None","mean"
"58450","all",143,58.4,"decided",-1,"None","mean"
"58453","all",144,118.6,"active",-1,"None","mean"
"58454","all",144,56.8,"decided",-1,"None","mean"
"58457","all",145,121.4,"active",-1,"None","mean"
"58458","all",145,54.8,"decided",-1,"None","mean"
"58461","all",146,122,"active",-1,"None","mean"
"58462","all",146,55.8,"decided",-1,"None","mean"
"58465","all",147,120,"active",-1,"None","mean"
"58466","all",147,58.2,"decided",-1,"None","mean"
"58469","all",148,122,"active",-1,"None","mean"
"58470","all",148,61,"decided",-1,"None","mean"
"58473","all",149,124,"active",-1,"None","mean"
"58474","all",149,63.4,"decided",-1,"None","mean"
"58477","all",150,122.8,"active",-1,"None","mean"
"58478","all",150,12.8,"decided",-1,"None","mean"
"58481","all",151,122.2,"active",-1,"None","mean"
"58482","all",151,14.6,"decided",-1,"None","mean"
"58485","all",152,120,"active",-1,"None","mean"
"58486","all",152,16.6,"decided",-1,"None","mean"
"58489","all",153,118.6,"active",-1,"None","mean"
"58490","all",153,15,"decided",-1,"None","mean"
"58493","all",154,119.2,"active",-1,"None","mean"
"58494","all",154,15.2,"decided",-1,"None","mean"
"58497","all",155,117.4,"active",-1,"None","mean"
"58498","all",155,22.4,"decided",-1,"None","mean"
"58501","all",156,117.8,"active",-1,"None","mean"
"58502","all",156,27.2,"decided",-1,"None","mean"
"58505","all",157,116.4,"active",-1,"None","mean"
"58506","all",157,29.6,"decided",-1,"None","mean"
"58509","all",158,118.2,"active",-1,"None","mean"
"58510","all",158,27.6,"decided",-1,"None","mean"
"58513","all",159,117.6,"active",-1,"None","mean"
"58514","all",159,27.4,"decided",-1,"None","mean"
"58517","all",160,119.4,"active",-1,"None","mean"
"58518","all",160,27.6,"decided",-1,"None","mean"
"58521","all",161,120.2,"active",-1,"None","mean"
"58522","all",161,28,"decided",-1,"None","mean"
"58525","all",162,116.8,"active",-1,"None","mean"
"58526","all",162,34.8,"decided",-1,"None","mean"
"58529","all",163,116.8,"active",-1,"None","mean"
"58530","all",163,39.6,"decided",-1,"None","mean"
"58533","all",164,114.2,"active",-1,"None","mean"
"58534","all",164,40.6,"decided",-1,"None","mean"
"58537","all",165,114,"active",-1,"None","mean"
"58538","all",165,39.8,"decided",-1,"None","mean"
"58541","all",166,116.6,"active",-1,"None","mean"
"58542","all",166,39.8,"decided",-1,"None","mean"
"58545","all",167,118.8,"active",-1,"None","mean"
"58546","all",167,39.6,"decided",-1,"None","mean"
"58549","all",168,117.2,"active",-1,"None","mean"
"58550","all",168,42.8,"decided",-1,"None","mean"
"58553","all",169,114.2,"active",-1,"None","mean"
"58554","all",169,48.2,"decided",-1,"None","mean"
"58557","all",170,114.4,"active",-1,"None","mean"
"58558","all",170,53.2,"decided",-1,"None","mean"
"58561","all",171,114.6,"active",-1,"None","mean"
"58562","all",171,51.6,"decided",-1,"None","mean"
"58565","all",172,115.2,"active",-1,"None","mean"
"58566","all",172,50,"decided",-1,"None","mean"
"58569","all",173,114.6,"active",-1,"None","mean"
"58570","all",173,50,"decided",-1,"None","mean"
"58573","all",174,113.6,"active",-1,"None","mean"
"58574","all",174,50.6,"decided",-1,"None","mean"
"58577","all",175,114.4,"active",-1,"None","mean"
"58578","all",175,51.8,"decided",-1,"None","mean"
"58581","all",176,112.8,"active",-1,"None","mean"
"58582","all",176,58.2,"decided",-1,"None","mean"
"58585","all",177,114.2,"active",-1,"None","mean"
"58586","all",177,61.2,"decided",-1,"None","mean"
"58589","all",178,113.4,"active",-1,"None","mean"
"58590","all",178,63,"decided",-1,"None","mean"
"58593","all",179,113.6,"active",-1,"None","mean"
"58594","all",179,62.2,"decided",-1,"None","mean"
"58597","all",180,115.2,"active",-1,"None","mean"
"58598","all",180,9.2,"decided",-1,"None","mean"
"58601","all",181,116.6,"active",-1,"None","mean"
"58602","all",181,8.6,"decided",-1,"None","mean"
"58605","all",182,117.4,"active",-1,"None","mean"
"58606","all",182,7.6,"decided",-1,"None","mean"
"58609","all",183,117.2,"active",-1,"None","mean"
"58610","all",183,13.2,"decided",-1,"None","mean"
"58613","all",184,117.4,"active",-1,"None","mean"
"58614","all",184,18.8,"decided",-1,"None","mean"
"58617","all",185,120,"active",-1,"None","mean"
"58618","all",185,21,"decided",-1,"None","mean"
"58621","all",186,118.4,"active",-1,"None","mean"
"58622","all",186,23.2,"decided",-1,"None","mean"
"58625","all",187,118.4,"active",-1,"None","mean"
"58626","all",187,22.4,"decided",-1,"None","mean"
"58629","all",188,119,"active",-1,"None","mean"
"58630","all",188,21.8,"decided",-1,"None","mean"
"58633","all",189,119.4,"active",-1,"None","mean"
"58634","all",189,23.6,"decided",-1,"None","mean"
"58637","all",190,118.8,"active",-1,"None","mean"
"58638","all",190,30.2,"decided",-1,"None","mean"
"58641","all",191,119,"active",-1,"None","mean"
"58642","all",191,35.2,"decided",-1,"None","mean"
"58645","all",192,117.4,"active",-1,"None","mean"
"58646","all",192,35.8,"decided",-1,"None","mean"
"58649","all",193,115.4,"active",-1,"None","mean"
"58650","all",193,33.6,"decided",-1,"None","mean"
"58653","all",194,117.2,"active",-1,"None","mean"
"58654","all",194,32.4,"decided",-1,"None","mean"
"58657","all",195,119,"active",-1,"None","mean"
"58658","all",195,33.2,"decided",-1,"None","mean"
"58661","all",196,117.6,"active",-1,"None","mean"
"58662","all",196,35,"decided",-1,"None","mean"
"58665","all",197,116.6,"active",-1,"None","mean"
"58666","all",197,41.6,"decided",-1,"None","mean"
"58669","all",198,114.6,"active",-1,"None","mean"
"58670","all",198,47.8,"decided",-1,"None","mean"
"58673","all",199,117.2,"active",-1,"None","mean"
"58674","all",199,48.2,"decided",-1,"None","mean"
"58677","all",200,117,"active",-1,"None","mean"
"58678","all",200,47.6,"decided",-1,"None","mean"
"58681","all",201,117.4,"active",-1,"None","mean"
"58682","all",201,45,"decided",-1,"None","mean"
"58685","all",202,119.2,"active",-1,"None","mean"
"58686","all",202,46.2,"decided",-1,"None","mean"
"58689","all",203,118.6,"active",-1,"None","mean"
"58690","all",203,49.2,"decided",-1,"None","mean"
"58693","all",204,119.4,"active",-1,"None","mean"
"58694","all",204,52.6,"decided",-1,"None","mean"
"58697","all",205,119.2,"active",-1,"None","mean"
"58698","all",205,57.8,"decided",-1,"None","mean"
"58701","all",206,120.2,"active",-1,"None","mean"
"58702","all",206,58.6,"decided",-1,"None","mean"
"58705","all",207,119.2,"active",-1,"None","mean"
"58706","all",207,61,"decided",-1,"None","mean"
"58709","all",208,119.2,"active",-1,"None","mean"
